code,name,sector,enabled
300059.SZ,,,true
300750.SZ,,,true
002594.SZ,,,true
600519.SH,,,true
300476.SZ,,,true
002475.SZ,,,true
688256.SH,,,true
300502.SZ,,,true
601899.SH,,,true
300308.SZ,,,true
688981.SH,,,true
000063.SZ,,,true
601318.SH,,,true
600036.SH,,,true
000333.SZ,,,true
000858.SZ,,,true
600276.SH,,,true
603259.SH,,,true
300274.SZ,,,true
002050.SZ,,,true
688041.SH,,,true
300033.SZ,,,true
000977.SZ,,,true
603986.SH,,,true
600030.SH,,,true
002371.SZ,,,true
002463.SZ,,,true
000066.SZ,,,true
002384.SZ,,,true
688008.SH,,,true
601138.SH,,,true
603993.SH,,,true
603019.SH,,,true
300058.SZ,,,true
300394.SZ,,,true
300433.SZ,,,true
603799.SH,,,true
000725.SZ,,,true
600150.SH,,,true
600111.SH,,,true
000938.SZ,,,true
300442.SZ,,,true
688521.SH,,,true
688012.SH,,,true
000001.SZ,,,true
601012.SH,,,true
600105.SH,,,true
300857.SZ,,,true
300570.SZ,,,true
300017.SZ,,,true
